league,season,team,player,nation,pos,age,born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
ENG-Premier League,2425,Chelsea,Tosin Adarabioyo,ENG,DF,27-242,1997,14.7,17,13,11,6,0,8,12,66.7,4,9,7,2,10,27,68,0
ENG-Premier League,2425,Chelsea,Trevoh Chalobah,ENG,DF,25-323,1999,10.1,11,7,5,6,0,7,8,87.5,1,6,3,3,10,21,48,1
ENG-Premier League,2425,Chelsea,Tyrique George,ENG,FW,19-109,2006,2.0,2,0,2,0,0,2,3,66.7,1,1,0,1,2,4,1,0
ENG-Premier League,2425,Chelsea,Wesley Fofana,FRA,DF,24-158,2000,13.0,13,12,6,7,0,6,14,42.9,8,14,9,5,14,27,55,2
ENG-Premier League,2425,Crystal Palace,Adam Wharton,ENG,MF,20-356,2004,14.6,34,14,14,16,4,17,44,38.6,27,11,2,9,20,54,27,0
ENG-Premier League,2425,Crystal Palace,Asher Agbinone,ENG,MF,19-238,2005,0.1,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0
ENG-Premier League,2425,Crystal Palace,Ben Chilwell,ENG,DF,28-154,1996,2.9,7,6,4,3,0,1,5,20.0,4,6,2,4,6,13,16,0
ENG-Premier League,2425,Crystal Palace,Caleb Kporha,ENG,DF,18-313,2006,0.1,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,1,0
ENG-Premier League,2425,Crystal Palace,Chadi Riad,MAR,DF,21-341,2003,1.0,5,2,2,2,1,2,3,66.7,1,0,0,0,2,7,0,0
ENG-Premier League,2425,Crystal Palace,Cheick Doucouré,MLI,MF,25-136,2000,5.0,16,8,6,8,2,5,11,45.5,6,4,0,4,11,27,10,1
ENG-Premier League,2425,Crystal Palace,Chris Richards,USA,DF,25-057,2000,20.4,46,29,23,17,6,23,40,57.5,17,39,14,25,19,65,110,0
ENG-Premier League,2425,Crystal Palace,Daichi Kamada,JPN,MF,28-292,1996,16.4,46,28,19,23,4,14,40,35.0,26,22,5,17,16,62,14,0
ENG-Premier League,2425,Crystal Palace,Daniel Muñoz,COL,DF,28-363,1996,34.9,120,79,56,40,24,54,94,57.4,40,39,5,34,42,162,105,1
ENG-Premier League,2425,Crystal Palace,Dean Henderson,ENG,GK,28-073,1997,37.0,2,1,2,0,0,2,6,33.3,4,0,0,0,0,2,22,0
ENG-Premier League,2425,Crystal Palace,Eberechi Eze,ENG,"MF,FW",26-329,1998,28.1,39,22,14,16,9,17,36,47.2,19,27,0,27,11,50,9,3
ENG-Premier League,2425,Crystal Palace,Eddie Nketiah,ENG,"FW,MF",25-359,1999,11.2,15,8,7,4,4,6,12,50.0,6,10,1,9,3,18,12,0
ENG-Premier League,2425,Crystal Palace,Ismaila Sarr,SEN,MF,27-088,1998,29.1,21,10,9,9,3,7,23,30.4,16,27,8,19,9,30,38,0
ENG-Premier League,2425,Crystal Palace,Jean-Philippe Mateta,FRA,FW,27-330,1997,28.7,17,12,4,11,2,3,16,18.8,13,18,4,14,2,19,22,0
ENG-Premier League,2425,Crystal Palace,Jefferson Lerma,COL,"MF,DF",30-211,1994,24.3,34,17,14,16,4,19,36,52.8,17,37,18,19,37,71,68,1
ENG-Premier League,2425,Crystal Palace,Jeffrey Schlupp,GHA,"MF,DF",32-152,1992,1.1,2,0,1,0,1,0,3,0.0,3,6,0,6,0,2,2,0
ENG-Premier League,2425,Crystal Palace,Joachim Andersen,DEN,DF,28-358,1996,1.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,7,0
ENG-Premier League,2425,Crystal Palace,Joel Ward,ENG,DF,35-207,1989,0.8,2,0,0,2,0,0,0,,0,0,0,0,0,2,3,0
ENG-Premier League,2425,Crystal Palace,Jordan Ayew,GHA,"FW,MF",33-255,1991,0.2,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
ENG-Premier League,2425,Crystal Palace,Justin Devenny,NIR,MF,21-225,2003,5.3,14,9,6,7,1,7,17,41.2,10,6,1,5,0,14,11,0
ENG-Premier League,2425,Crystal Palace,Marc Guéhi,ENG,DF,24-315,2000,34.0,61,34,36,23,2,31,47,66.0,16,55,23,32,28,89,162,2
ENG-Premier League,2425,Crystal Palace,Matheus França,BRA,"MF,FW",21-053,2004,0.6,2,0,0,2,0,0,0,,0,1,1,0,1,3,1,0
ENG-Premier League,2425,Crystal Palace,Maxence Lacroix,FRA,DF,25-048,2000,33.6,67,40,51,15,1,32,47,68.1,15,44,19,25,53,120,197,2
ENG-Premier League,2425,Crystal Palace,Nathaniel Clyne,ENG,"DF,MF",34-049,1991,5.4,12,8,8,3,1,6,11,54.5,5,4,2,2,3,15,14,1
ENG-Premier League,2425,Crystal Palace,Odsonne Édouard,FRA,"MF,FW",27-128,1998,1.3,1,0,0,1,0,0,2,0.0,2,1,0,1,0,1,1,0
ENG-Premier League,2425,Crystal Palace,Romain Esse,ENG,MF,20-011,2005,1.4,8,6,4,2,2,5,5,100.0,0,2,0,2,1,9,2,0
ENG-Premier League,2425,Crystal Palace,Trevoh Chalobah,ENG,DF,25-323,1999,11.8,20,16,7,12,1,12,23,52.2,11,19,9,10,19,39,57,3
ENG-Premier League,2425,Crystal Palace,Tyrick Mitchell,ENG,DF,25-265,1999,33.4,88,54,55,26,7,23,43,53.5,20,63,12,51,14,102,100,2
ENG-Premier League,2425,Crystal Palace,Will Hughes,ENG,MF,30-037,1995,22.6,63,34,18,32,13,27,60,45.0,33,31,14,17,21,84,24,3
ENG-Premier League,2425,Everton,Abdoulaye Doucouré,MLI,MF,32-143,1993,28.3,48,28,21,20,7,14,43,32.6,29,31,6,25,10,58,19,1
ENG-Premier League,2425,Everton,Armando Broja,ALB,FW,23-256,2001,3.7,3,1,1,1,1,0,0,,0,3,0,3,1,4,4,0
ENG-Premier League,2425,Everton,Ashley Young,ENG,DF,39-319,1985,19.8,55,31,23,24,8,33,55,60.0,22,14,4,10,24,79,64,2
ENG-Premier League,2425,Everton,Beto,GNB,FW,27-113,1998,16.1,14,6,2,8,4,5,8,62.5,3,11,1,10,4,18,23,1
ENG-Premier League,2425,Everton,Carlos Alcaraz,ARG,"FW,MF",22-175,2002,7.7,11,5,5,3,3,3,9,33.3,6,7,1,6,4,15,10,0
ENG-Premier League,2425,Everton,Dominic Calvert-Lewin,ENG,FW,28-069,1997,17.8,9,7,1,4,4,2,6,33.3,4,7,2,5,7,16,22,0
ENG-Premier League,2425,Everton,Dwight McNeil,ENG,"MF,FW",25-183,1999,15.1,12,7,5,5,2,9,21,42.9,12,7,0,7,6,18,2,1
ENG-Premier League,2425,Everton,Harrison Armstrong,ENG,MF,18-125,2007,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
ENG-Premier League,2425,Everton,Idrissa Gana Gueye,SEN,MF,35-240,1989,33.0,133,80,61,55,17,58,99,58.6,41,48,9,39,45,178,34,1
ENG-Premier League,2425,Everton,Iliman Ndiaye,SEN,FW,25-079,2000,26.2,50,26,18,15,17,21,48,43.8,27,29,5,24,17,67,24,1
ENG-Premier League,2425,Everton,Jack Harrison,ENG,FW,28-185,1996,22.1,32,22,12,12,8,15,43,34.9,28,18,2,16,9,41,33,2
ENG-Premier League,2425,Everton,Jake O'Brien,IRL,DF,24-009,2001,16.5,24,16,19,5,0,16,24,66.7,8,17,4,13,4,28,85,0
ENG-Premier League,2425,Everton,James Garner,ENG,"MF,DF",24-072,2001,16.7,44,29,25,17,2,21,38,55.3,17,20,4,16,21,65,37,0
ENG-Premier League,2425,Everton,James Tarkowski,ENG,DF,32-186,1992,32.5,64,40,39,22,3,24,39,61.5,15,57,42,15,41,105,213,4
ENG-Premier League,2425,Everton,Jarrad Branthwaite,ENG,DF,22-331,2002,27.9,36,20,26,10,0,20,28,71.4,8,31,23,8,27,63,191,4
ENG-Premier League,2425,Everton,Jesper Lindstrøm,DEN,FW,25-084,2000,13.8,45,25,24,19,2,19,55,34.5,36,15,3,12,12,57,17,0
ENG-Premier League,2425,Everton,Jordan Pickford,ENG,GK,31-078,1994,37.0,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,29,2
ENG-Premier League,2425,Everton,Mason Holgate,ENG,"FW,DF",28-214,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Everton,Michael Keane,ENG,DF,32-133,1993,10.7,12,9,8,2,2,8,15,53.3,7,12,8,4,15,27,61,2
ENG-Premier League,2425,Everton,Nathan Patterson,SCO,DF,23-220,2001,3.9,11,6,7,4,0,7,14,50.0,7,2,0,2,2,13,7,0
ENG-Premier League,2425,Everton,Orel Mangala,BEL,MF,27-067,1998,14.0,16,8,3,11,2,5,8,62.5,3,8,3,5,21,37,24,1
ENG-Premier League,2425,Everton,Roman Dixon,ENG,DF,20-149,2004,1.0,5,5,3,2,0,4,4,100.0,0,1,0,1,1,6,3,0
ENG-Premier League,2425,Everton,Séamus Coleman,IRL,DF,36-225,1988,2.4,3,2,2,1,0,3,4,75.0,1,5,3,2,1,4,8,0
ENG-Premier League,2425,Everton,Tim Iroegbunam,ENG,MF,21-328,2003,6.4,29,14,14,10,5,14,23,60.9,9,18,4,14,16,45,12,1
ENG-Premier League,2425,Everton,Vitaliy Mykolenko,UKR,DF,25-360,1999,33.2,62,38,39,14,9,29,56,51.8,27,25,10,15,42,104,142,2
ENG-Premier League,2425,Everton,Youssef Chermiti,POR,"FW,MF",21-000,2004,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Adama Traoré,ESP,"FW,MF",29-119,1996,18.9,19,13,8,6,5,5,13,38.5,8,7,0,7,1,20,6,4
ENG-Premier League,2425,Fulham,Alex Iwobi,NGA,"FW,MF",29-021,1996,32.8,43,24,14,21,8,21,33,63.6,12,26,1,25,13,56,29,1
ENG-Premier League,2425,Fulham,Andreas Pereira,BRA,MF,29-143,1996,21.7,23,13,7,11,5,10,41,24.4,31,16,2,14,8,31,17,3
ENG-Premier League,2425,Fulham,Antonee Robinson,USA,DF,27-289,1997,34.2,95,61,57,31,7,45,93,48.4,48,39,7,32,60,155,129,2
ENG-Premier League,2425,Fulham,Bernd Leno,GER,GK,33-081,1992,37.0,2,2,2,0,0,2,2,100.0,0,1,0,1,0,2,11,5
ENG-Premier League,2425,Fulham,Calvin Bassey,NGA,DF,25-144,1999,34.2,54,34,35,19,0,22,31,71.0,9,40,17,23,20,74,118,8
ENG-Premier League,2425,Fulham,Carlos Vinícius,BRA,"MF,FW",30-060,1995,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
ENG-Premier League,2425,Fulham,Emile Smith Rowe,ENG,MF,24-300,2000,22.4,31,18,7,14,10,8,24,33.3,16,22,2,20,11,42,16,0
ENG-Premier League,2425,Fulham,Harrison Reed,ENG,MF,30-117,1995,1.2,6,3,3,2,1,1,3,33.3,2,1,0,1,1,7,3,0
ENG-Premier League,2425,Fulham,Harry Wilson,WAL,"FW,MF",28-063,1997,12.2,17,12,11,3,3,10,16,62.5,6,14,1,13,6,23,9,1
ENG-Premier League,2425,Fulham,Issa Diop,FRA,DF,28-135,1997,14.9,26,12,18,8,0,13,18,72.2,5,10,7,3,9,35,72,2
ENG-Premier League,2425,Fulham,Jay Stansfield,ENG,MF,22-181,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Fulham,Joachim Andersen,DEN,DF,28-358,1996,27.7,27,18,20,6,1,15,22,68.2,7,36,27,9,31,58,180,1
ENG-Premier League,2425,Fulham,Jorge Cuenca,ESP,DF,25-188,1999,2.9,2,2,2,0,0,2,5,40.0,3,3,3,0,2,4,21,0
ENG-Premier League,2425,Fulham,Joshua King,ENG,MF,18-141,2007,1.3,6,4,2,4,0,0,3,0.0,3,2,0,2,1,7,1,0
ENG-Premier League,2425,Fulham,Kenny Tete,NED,DF,29-227,1995,18.7,52,35,26,14,12,21,36,58.3,15,28,9,19,30,82,61,0
ENG-Premier League,2425,Fulham,Martial Godo,ENG,"FW,DF",22-071,2003,0.3,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
ENG-Premier League,2425,Fulham,Raúl Jiménez,MEX,FW,34-019,1991,26.7,35,24,9,17,9,8,22,36.4,14,19,5,14,10,45,21,3
ENG-Premier League,2425,Fulham,Reiss Nelson,ENG,FW,25-165,1999,5.4,8,6,3,3,2,5,13,38.5,8,11,0,11,5,13,2,0
ENG-Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,24-020,2001,10.7,10,5,3,5,2,4,4,100.0,0,9,2,7,5,15,14,0
ENG-Premier League,2425,Fulham,Ryan Sessegnon,ENG,"FW,DF",25-006,2000,6.3,27,13,11,11,5,9,20,45.0,11,13,1,12,3,30,18,0
ENG-Premier League,2425,Fulham,Sander Berge,NOR,MF,27-099,1998,24.7,50,30,23,23,4,27,39,69.2,12,27,8,19,21,71,38,1
ENG-Premier League,2425,Fulham,Saša Lukić,SRB,MF,28-284,1996,25.1,67,38,21,40,6,22,54,40.7,32,20,7,13,26,93,33,1
ENG-Premier League,2425,Fulham,Timothy Castagne,BEL,DF,29-170,1995,18.3,46,29,28,15,3,26,45,57.8,19,15,6,9,22,68,83,0
ENG-Premier League,2425,Fulham,Tom Cairney,SCO,MF,34-124,1991,6.2,11,5,4,2,5,4,7,57.1,3,6,1,5,4,15,2,1
ENG-Premier League,2425,Fulham,Willian,BRA,"FW,MF",36-288,1988,2.9,4,2,0,3,1,2,6,33.3,4,0,0,0,1,5,1,0
ENG-Premier League,2425,Ipswich Town,Alex Palmer,ENG,GK,28-287,1996,13.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,0
ENG-Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,23-084,2002,1.5,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,2,0
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,26-198,1998,18.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,10,5
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,27-191,1997,18.0,31,19,21,4,6,17,26,65.4,9,20,10,10,23,54,54,1
ENG-Premier League,2425,Ipswich Town,Ben Godfrey,ENG,DF,27-129,1998,1.8,1,0,1,0,0,1,1,100.0,0,1,1,0,2,3,3,0
ENG-Premier League,2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",25-120,2000,15.0,38,22,23,12,3,20,41,48.8,21,22,5,17,13,51,54,1
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,29-215,1995,17.1,17,12,14,3,0,9,11,81.8,2,20,15,5,14,31,128,3
ENG-Premier League,2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,28-023,1997,2.6,7,3,1,2,4,2,4,50.0,2,1,0,1,1,8,3,0
ENG-Premier League,2425,Ipswich Town,Christian Walton,ENG,GK,29-196,1995,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1
ENG-Premier League,2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",28-097,1997,8.8,14,5,5,6,3,6,13,46.2,7,8,1,7,3,17,3,0
ENG-Premier League,2425,Ipswich Town,Conor Townsend,ENG,DF,32-081,1993,3.7,11,8,9,2,0,8,11,72.7,3,8,6,2,4,15,16,0
ENG-Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,26-081,1999,33.7,47,30,33,11,3,20,32,62.5,12,62,50,12,31,78,214,4
ENG-Premier League,2425,Ipswich Town,George Edmundson,ENG,DF,27-266,1997,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Ipswich Town,George Hirst,SCO,FW,26-098,1999,6.6,3,3,1,0,2,1,3,33.3,2,1,1,0,2,5,10,0
ENG-Premier League,2425,Ipswich Town,Harry Clarke,ENG,DF,24-083,2001,4.2,5,3,3,2,0,3,6,50.0,3,5,4,1,4,9,14,3
ENG-Premier League,2425,Ipswich Town,Jack Clarke,ENG,"FW,MF",24-182,2000,12.9,31,19,11,10,10,17,33,51.5,16,8,0,8,7,38,29,2
ENG-Premier League,2425,Ipswich Town,Jack Taylor,IRL,MF,26-335,1998,9.4,20,10,6,11,3,12,27,44.4,15,11,3,8,9,29,24,0
ENG-Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,24-254,2000,23.5,39,21,20,17,2,22,34,64.7,12,39,25,14,20,59,139,3
ENG-Premier League,2425,Ipswich Town,Jaden Philogene Bidace,ENG,"FW,DF",23-105,2002,5.3,14,7,6,6,2,8,15,53.3,7,11,1,10,10,24,9,1
ENG-Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,25-287,1999,20.9,42,20,19,22,1,21,49,42.9,28,24,9,15,25,67,33,2
ENG-Premier League,2425,Ipswich Town,Julio Enciso,PAR,"MF,FW",21-121,2004,9.7,12,9,3,6,3,4,11,36.4,7,8,1,7,1,13,6,0
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,29-173,1995,13.7,35,19,8,20,7,15,39,38.5,24,35,6,29,19,54,37,2
ENG-Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,25-132,2000,29.5,46,27,33,9,4,30,47,63.8,17,24,8,16,25,71,75,3
ENG-Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,22-105,2003,28.6,11,8,3,3,5,2,14,14.3,12,8,0,8,2,13,28,0
ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,26-215,1998,13.2,9,6,5,4,0,2,5,40.0,3,21,14,7,19,28,76,0
ENG-Premier League,2425,Ipswich Town,Marcus Harness,ENG,MF,29-089,1996,0.5,1,0,0,0,1,0,3,0.0,3,2,1,1,0,1,1,0
ENG-Premier League,2425,Ipswich Town,Massimo Luongo,AUS,MF,32-241,1992,2.2,9,6,6,2,1,5,8,62.5,3,4,2,2,2,11,2,0
ENG-Premier League,2425,Ipswich Town,Nathan Broadhead,WAL,"MF,FW",27-049,1998,6.9,8,4,3,5,0,3,9,33.3,6,6,1,5,4,12,5,0
ENG-Premier League,2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",21-206,2003,27.7,32,13,14,10,8,13,48,27.1,35,26,1,25,11,43,15,1
ENG-Premier League,2425,Ipswich Town,Sam Morsy,EGY,MF,33-256,1991,29.6,66,39,38,24,4,26,59,44.1,33,33,13,20,29,95,46,4
ENG-Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",29-242,1995,10.9,15,9,4,9,2,6,23,26.1,17,10,2,8,6,21,14,0
ENG-Premier League,2425,Ipswich Town,Wes Burns,WAL,"FW,DF",30-182,1994,10.3,13,11,1,9,3,4,10,40.0,6,7,2,5,10,23,13,2
ENG-Premier League,2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,21-077,2004,6.4,21,15,13,2,6,11,19,57.9,8,7,0,7,4,25,12,0
ENG-Premier League,2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",21-014,2004,24.2,50,30,16,29,5,17,32,53.1,15,22,4,18,6,56,10,3
ENG-Premier League,2425,Leicester City,Bobby De Cordova-Reid,JAM,FW,32-111,1993,8.3,9,4,3,6,0,4,14,28.6,10,6,1,5,0,9,10,0
ENG-Premier League,2425,Leicester City,Boubakary Soumaré,FRA,MF,26-086,1999,23.1,36,20,23,12,1,20,32,62.5,12,22,10,12,26,62,32,3
ENG-Premier League,2425,Leicester City,Caleb Okoli,ITA,DF,23-315,2001,12.5,25,14,8,15,2,11,18,61.1,7,24,14,10,15,40,79,3
ENG-Premier League,2425,Leicester City,Conor Coady,ENG,DF,32-088,1993,18.0,13,9,6,6,1,3,6,50.0,3,31,23,8,13,26,71,2
ENG-Premier League,2425,Leicester City,Danny Ward,WAL,GK,31-336,1993,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ENG-Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"FW,MF",20-152,2004,16.7,53,32,17,22,14,21,67,31.3,46,33,6,27,12,65,14,0
ENG-Premier League,2425,Leicester City,Hamza Choudhury,BAN,"MF,DF",27-235,1997,1.5,1,1,1,0,0,1,3,33.3,2,4,2,2,5,6,2,0
ENG-Premier League,2425,Leicester City,Harry Winks,ENG,MF,29-111,1996,17.1,24,11,12,10,2,13,30,43.3,17,19,7,12,9,33,20,0
ENG-Premier League,2425,Leicester City,Jake Evans,,FW,,,0.2,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,1,0
ENG-Premier League,2425,Leicester City,Jakub Stolarczyk,POL,GK,24-156,2000,9.0,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,6,1
ENG-Premier League,2425,Leicester City,James Justin,ENG,DF,27-090,1998,31.4,53,32,27,21,5,31,54,57.4,23,45,16,29,45,98,134,3
ENG-Premier League,2425,Leicester City,Jamie Vardy,ENG,FW,38-133,1987,31.4,19,13,7,7,5,4,13,30.8,9,8,4,4,5,24,24,0
ENG-Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,32-294,1992,15.5,22,10,16,6,0,9,15,60.0,6,21,14,7,16,38,74,1
ENG-Premier League,2425,Leicester City,Jeremy Monga,,"FW,MF",,,1.0,2,1,0,1,1,1,1,100.0,0,3,2,1,0,2,1,0
ENG-Premier League,2425,Leicester City,Jordan Ayew,GHA,"FW,MF",33-255,1991,17.2,27,15,8,14,5,7,21,33.3,14,20,1,19,12,39,19,0
ENG-Premier League,2425,Leicester City,Kasey McAteer,IRL,"FW,MF",23-183,2001,8.5,19,15,10,6,3,11,25,44.0,14,18,2,16,4,23,15,0
ENG-Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23-348,2001,11.5,30,24,23,5,2,21,39,53.8,18,14,6,8,21,51,43,1
ENG-Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24-317,2000,26.5,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,13,4
ENG-Premier League,2425,Leicester City,Michael Golding,ENG,MF,19-001,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Odsonne Édouard,FRA,FW,27-128,1998,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0
ENG-Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,24-250,2000,11.8,20,4,5,12,3,9,15,60.0,6,19,6,13,10,30,11,2
ENG-Premier League,2425,Leicester City,Patson Daka,ZAM,"FW,MF",26-227,1998,7.4,18,9,5,9,4,7,17,41.2,10,7,1,6,1,19,10,0
ENG-Premier League,2425,Leicester City,Ricardo Pereira,POR,DF,31-230,1993,4.1,12,7,4,5,3,7,13,53.8,6,8,3,5,4,16,11,0
ENG-Premier League,2425,Leicester City,Stephy Mavididi,ENG,FW,26-358,1998,17.9,34,19,16,10,8,14,42,33.3,28,26,2,24,11,45,15,0
ENG-Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,DF,22-159,2002,26.6,85,50,54,26,5,47,87,54.0,40,37,14,23,40,125,72,3
ENG-Premier League,2425,Leicester City,Wilfred Ndidi,NGA,MF,28-159,1996,25.8,85,51,45,32,8,30,61,49.2,31,47,19,28,31,116,80,0
ENG-Premier League,2425,Leicester City,Will Alves,ENG,FW,20-110,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Wout Faes,BEL,DF,27-051,1998,30.3,41,25,26,13,2,24,46,52.2,22,46,34,12,26,67,174,4
ENG-Premier League,2425,Leicester City,Woyo Coulibaly,FRA,DF,26-004,1999,1.2,6,4,4,2,0,2,2,100.0,0,3,1,2,5,11,1,0
ENG-Premier League,2425,Liverpool,Alexis Mac Allister,ARG,MF,26-151,1998,28.9,95,58,28,51,16,55,104,52.9,49,61,6,55,22,117,29,1
ENG-Premier League,2425,Liverpool,Alisson,BRA,GK,32-234,1992,26.9,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,13,1
ENG-Premier League,2425,Liverpool,Andrew Robertson,SCO,DF,31-074,1994,26.6,39,22,25,10,4,31,50,62.0,19,10,4,6,21,60,53,2
ENG-Premier League,2425,Liverpool,Caoimhín Kelleher,IRL,GK,26-182,1998,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,2
ENG-Premier League,2425,Liverpool,Cody Gakpo,NED,FW,26-017,1999,20.5,27,15,5,13,9,12,24,50.0,12,23,3,20,12,39,18,1
ENG-Premier League,2425,Liverpool,Conor Bradley,NIR,DF,21-319,2003,7.9,13,10,7,4,2,10,21,47.6,11,8,2,6,4,17,30,0
ENG-Premier League,2425,Liverpool,Curtis Jones,ENG,"MF,DF",24-114,2001,18.0,37,21,6,22,9,17,26,65.4,9,20,9,11,7,44,8,3
ENG-Premier League,2425,Liverpool,Darwin Núñez,URU,FW,25-334,1999,12.3,20,17,11,3,6,6,17,35.3,11,6,0,6,3,23,12,0
ENG-Premier League,2425,Liverpool,Diogo Jota,POR,FW,28-171,1996,13.0,14,8,2,8,4,7,19,36.8,12,9,0,9,7,21,6,0
ENG-Premier League,2425,Liverpool,Dominik Szoboszlai,HUN,MF,24-211,2000,27.0,37,20,14,18,5,17,41,41.5,24,37,4,33,9,46,19,2
ENG-Premier League,2425,Liverpool,Federico Chiesa,ITA,FW,27-211,1997,1.2,1,0,0,1,0,0,2,0.0,2,1,0,1,0,1,1,1
ENG-Premier League,2425,Liverpool,Harvey Elliott,ENG,"MF,FW",22-050,2003,4.1,5,3,3,1,1,2,8,25.0,6,7,2,5,1,6,3,1
ENG-Premier League,2425,Liverpool,Ibrahima Konaté,FRA,DF,25-364,1999,27.8,38,26,25,11,2,24,34,70.6,10,29,15,14,14,52,131,3
ENG-Premier League,2425,Liverpool,Jarell Quansah,ENG,DF,22-115,2003,5.5,12,8,8,4,0,7,10,70.0,3,10,7,3,7,19,28,1
ENG-Premier League,2425,Liverpool,Jayden Danns,ENG,MF,19-128,2006,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Joe Gomez,ENG,DF,28-001,1997,5.8,13,10,5,7,1,11,16,68.8,5,9,6,3,7,20,20,2
ENG-Premier League,2425,Liverpool,Kostas Tsimikas,GRE,DF,29-012,1996,9.3,31,20,15,11,5,14,23,60.9,9,5,2,3,11,42,20,0
ENG-Premier League,2425,Liverpool,Luis Díaz,COL,FW,28-131,1997,25.9,35,23,11,18,6,13,37,35.1,24,19,0,19,7,42,7,1
ENG-Premier League,2425,Liverpool,Mohamed Salah,EGY,FW,32-343,1992,36.5,21,11,7,5,9,8,17,47.1,9,11,0,11,8,29,5,0
ENG-Premier League,2425,Liverpool,Ryan Gravenberch,NED,MF,23-008,2002,34.4,67,35,27,29,11,32,55,58.2,23,35,10,25,59,126,59,2
ENG-Premier League,2425,Liverpool,Trent Alexander-Arnold,ENG,DF,26-229,1998,25.8,71,50,43,19,9,48,103,46.6,55,26,9,17,31,102,54,4
ENG-Premier League,2425,Liverpool,Virgil van Dijk,NED,DF,33-320,1991,36.0,35,17,17,16,2,11,20,55.0,9,27,16,11,54,89,184,4
ENG-Premier League,2425,Liverpool,Vitezslav Jaros,CZE,GK,23-305,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Liverpool,Wataru Endo,JPN,"MF,DF",32-104,1993,2.8,11,8,6,5,0,6,10,60.0,4,7,1,6,3,14,8,0
ENG-Premier League,2425,Manchester City,Abdukodir Khusanov,UZB,DF,21-084,2004,5.6,5,4,4,1,0,2,3,66.7,1,5,4,1,3,8,29,1
